epoch,learning_rate,train_total_loss,val_total_loss,val_vrmse,train_rmse,train_h1,train_h2,train_ssim,train_pcc,train_mlw,train_vrms,train_kl,train_anchor,train_sds,val_vrmse_density,val_vrmse_momentum_x,val_vrmse_momentum_y,val_vrmse_pressure,val_rmse,val_h1,val_h2,val_ssim,val_pcc,val_mlw,val_vrms,val_kl,val_anchor,val_sds
1,3.1437500000000005e-05,0.08061529493331909,0.042195899963378906,0.16292724609375,0.0501727237328887,0.00019544100237544625,0.0003054797024233267,0.20295046520233154,0.05323533165454865,0.0,0.2988498323559761,810575.8805,0.40467650508880615,0.0,0.20678604125976563,0.23981852722167968,0.1859045715332031,0.3130649108886719,0.022593910217285157,0.00017932607233524323,0.00027435773611068725,0.13067994689941406,0.011492484092712403,0.0,0.16292724609375,808828.288,0.5870668334960938,0.0
2,4.9942884845168216e-05,0.15997601990401744,0.2808218994140625,1.085256591796875,0.10181067729741335,0.020317050645069685,0.05449514905543765,0.387768931388855,0.24164944529533386,0.0,0.690955705165863,4673608031318.384,2241.00971048069,0.0,1.412716552734375,1.33882470703125,1.3496353759765625,1.5844893798828126,0.15961885070800783,0.0007659797668457031,0.0013925936222076417,0.808020263671875,0.878891357421875,0.0,1.085256591796875,27821307789836.29,22513.804,0.0
3,4.930339369024957e-05,0.3059157875776291,0.2774065551757813,1.051091552734375,0.18148579066991807,0.0003919158204225823,0.00046173653146252034,0.8295332775115967,0.8919116215705871,0.0,1.0669591908454894,27821309165568.0,27961.872453125,0.0,1.276390869140625,1.3289573974609374,1.3799249267578124,1.5660726318359375,0.15451585388183595,0.0003214103877544403,0.0003203304409980774,0.8192714233398437,0.8699389038085937,0.0,1.051091552734375,27821307789836.29,27174.188,0.0
4,4.7971676886883606e-05,0.30366108047962187,0.2741962280273437,1.04373974609375,0.18136178666353225,0.0003186180535703898,0.00030384214158402757,0.815328583240509,0.8889957537651062,0.0,1.0561824975013734,27819384030363.65,24959.580171875,0.0,1.24316357421875,1.345287109375,1.3318140869140624,1.582569580078125,0.15380479431152344,0.0003137170076370239,0.0003005897700786591,0.8026094970703125,0.84890625,0.0,1.04373974609375,27821307789836.29,21682.08,0.0
5,4.5986462044240416e-05,0.26975201547145844,0.23459080505371094,0.92000634765625,0.16125610715150834,0.0007032749083591626,0.0012306240636389702,0.723306031703949,0.668736718416214,0.0,0.965088737487793,23624382987370.496,607910.29359375,0.0,1.0429154052734375,1.306630859375,1.33823291015625,1.0018116455078125,0.13468159484863282,0.0003353944420814514,0.0003480169475078583,0.666061279296875,0.5346144409179687,0.0,0.92000634765625,24386500036657.152,240761.632,0.0
6,4.340548112481404e-05,0.260901381611824,0.2043018798828125,0.823866943359375,0.15975818246603013,0.00037294444732833654,0.00038268542964942754,0.6742879648208618,0.5501118441820144,0.0,0.9239860773086548,21801134867873.793,583396.036875,0.0,0.9777982177734375,1.2704775390625,1.074923828125,1.0125601806640625,0.12079505157470703,0.00033590999245643616,0.00035260209441184996,0.556712158203125,0.42280078125,0.0,0.8238668823242188,24777208916606.977,73995.992,0.0
7,4.0303791543266814e-05,0.20141326177120208,0.15192453002929687,0.6172230224609375,0.1252919777929783,0.0003642045657034032,0.00041654164146166296,0.5074752049446106,0.32318156015872956,0.0,0.7466410608291626,24221508196892.67,91263.56393945313,0.0,0.8738973388671875,0.8385444946289062,0.6945457763671875,0.9488612060546875,0.08970189666748046,0.00032253742218017577,0.0003225818872451782,0.4148175048828125,0.21315374755859376,0.0,0.6172230224609375,26491046896599.04,15302.472,0.0
8,3.677159342441323e-05,0.14242844152450562,0.10468445587158202,0.44109622192382814,0.08741754919290542,0.0004014161215745844,0.0005175271448097192,0.366739266872406,0.15715592408180237,0.0,0.5423338055610657,26495847227195.39,18225.824379394533,0.0,0.5813189697265625,0.5394518432617188,0.6093903198242188,0.6311556396484375,0.061644611358642576,0.00033670440316200254,0.0003714025318622589,0.28693231201171876,0.09704007720947265,0.0,0.44109619140625,27647331549577.215,4860.752,0.0
9,3.291160649658636e-05,0.10109265959262848,0.07834255981445312,0.33088336181640626,0.06274061118066311,0.00032681509165558963,0.0003221405450021848,0.25568031215667725,0.0758444801568985,0.0,0.3874459112882614,27593686418194.434,8157.464522460938,0.0,0.43991842651367186,0.42075341796875,0.41335195922851564,0.509541748046875,0.047014259338378904,0.00030937519669532775,0.0003196795582771301,0.20885533142089843,0.05987032699584961,0.0,0.33088333129882813,27431058471387.137,1910.64725,0.0
10,2.8836082902858047e-05,0.07353847113251687,0.06524468231201172,0.275775146484375,0.045046496659517286,0.0002667165866587311,0.00026137304079020397,0.18994648981094361,0.04522812569141388,0.0,0.2905918818712234,24188418460221.44,2871.997661376953,0.0,0.35504168701171873,0.3420919494628906,0.35325619506835937,0.43418173217773437,0.03939995574951172,0.0002890453934669495,0.00029091131687164305,0.17229818725585938,0.04097247314453125,0.0,0.275775146484375,16209369783861.248,489.96153125,0.0
