epoch,learning_rate,train_total_loss,val_total_loss,val_vrmse,train_rmse,train_h1,train_h2,train_ssim,train_pcc,train_mlw,train_vrms,train_kl,train_anchor,train_sds,val_vrmse_density,val_vrmse_momentum_x,val_vrmse_momentum_y,val_vrmse_pressure,val_rmse,val_h1,val_h2,val_ssim,val_pcc,val_mlw,val_vrms,val_kl,val_anchor,val_sds
1,3.1437500000000005e-05,0.12068316340446472,0.11235102081298828,0.46783114624023436,0.0744593027830124,0.0001359685413481202,0.00020458094408968463,0.26283621168136595,0.11020091700553894,0.0,0.454064640045166,825698.7995,0.4810881299972534,0.0,0.12982254028320311,0.09311621856689453,0.13226486206054688,1.86596142578125,0.06668891143798829,0.00012504900991916658,0.00018721312284469604,0.2627309875488281,0.1159921875,0.0,0.4678310852050781,826416.384,0.6177755126953125,0.0
2,4.9942884845168216e-05,0.21949914735555648,0.25441949462890623,0.8591227416992188,0.10485466653108597,0.0011968676404139841,0.0027587390181724914,0.36534064531326294,0.17614647197723388,0.0,0.6070385293960572,825484.117,0.49509744834899905,0.0,1.4194246826171875,0.6830020751953125,0.88326318359375,1.80024560546875,0.1178809585571289,0.0006584926247596741,0.0012061890363693237,0.69075927734375,0.38805001831054686,0.0,0.8591227416992188,826400.96,0.617717041015625,0.0
3,4.930339369024957e-05,0.1638885902762413,0.11330278778076172,0.4486548461914063,0.08978899678587914,0.00026947423035744575,0.00035093046631664036,0.40417253398895264,0.15693048858642578,0.0,0.5511521024703979,825662.465,0.48677237892150876,0.0,0.16399647521972657,0.19645631408691405,0.17827833557128905,1.72646337890625,0.06610497283935547,0.0001627194434404373,0.00022156594693660737,0.26041229248046877,0.11161550903320312,0.0,0.44865481567382814,826375.296,0.6175010375976563,0.0
4,4.7971676886883606e-05,0.11452480101585388,0.10309268951416016,0.4239205017089844,0.07271250155568122,0.00013594087748788298,0.00019672975203138777,0.2334350290298462,0.0910305277109146,0.0,0.40428493881225586,825061.515,0.4895939950942993,0.0,0.11488181304931641,0.10531339263916016,0.120406494140625,1.6716767578125,0.06348877716064454,0.0001328841894865036,0.00019407176971435546,0.21973138427734376,0.0999578857421875,0.0,0.4239205017089844,826360.448,0.61745849609375,0.0
5,4.5986462044240416e-05,0.10662841707468033,0.10021208953857422,0.41419793701171875,0.0684410756379366,0.0001272778545389883,0.00018990938249044122,0.21215631771087645,0.08133271896839142,0.0,0.38454882955551145,825548.4545,0.4854442701339722,0.0,0.11313584899902343,0.09220986175537109,0.10278355407714844,1.6335721435546875,0.06275215911865234,0.0001240881159901619,0.00018482741713523866,0.2083701934814453,0.09788776397705078,0.0,0.4141979675292969,826372.992,0.6174559326171875,0.0
6,4.340548112481404e-05,0.12468376621603966,0.09881642150878907,0.4080843505859375,0.08555483785271645,0.00013547407132864463,0.0002037939331494272,0.21570149087905885,0.09627727627754211,0.0,0.40659865939617157,825529.5005,0.47894993948936465,0.0,0.09492219543457031,0.09415699768066406,0.10533491516113282,1.6078450927734376,0.06228076171875,0.0001206689178943634,0.00018187853693962098,0.2033480987548828,0.09468115234375,0.0,0.40808438110351564,826350.784,0.6174508056640625,0.0
7,4.0303791543266814e-05,0.1156034538447857,0.09719219970703125,0.40338510131835936,0.0794634438753128,0.00011499336505949032,0.00017505014332709834,0.2026022686958313,0.09409519696235656,0.0,0.40095494091510775,825659.1025,0.48575910162925723,0.0,0.094234619140625,0.08462802124023437,0.09140852355957031,1.5903795166015624,0.06186871719360352,0.00011789180338382721,0.00017816314101219176,0.1961925811767578,0.09384690856933593,0.0,0.40338507080078123,826358.4,0.617446044921875,0.0
8,3.677159342441323e-05,0.10930191349983215,0.09649832153320312,0.40056484985351565,0.07337986156344414,0.0001177284263758338,0.00018040938387275674,0.2002375292778015,0.08757983529567719,0.0,0.39097007286548613,825407.358,0.47970376443862917,0.0,0.09106916046142578,0.08524104309082031,0.09098263549804687,1.5778106689453124,0.06164167404174805,0.00011548121273517609,0.0001751723736524582,0.19388388061523437,0.0931492919921875,0.0,0.4005648193359375,826356.48,0.6174592895507812,0.0
9,3.291160649658636e-05,0.1149529045522213,0.09588848114013672,0.3982584228515625,0.07831647999584675,0.00011694855747919064,0.00017914966441458092,0.20525996971130372,0.09143807315826416,0.0,0.3998087537288666,825801.33,0.4946759333610535,0.0,0.09090385437011719,0.0806931381225586,0.08829852294921875,1.5684068603515624,0.061388504028320315,0.00011538904905319213,0.00017522300779819488,0.19153680419921876,0.09221656036376953,0.0,0.3982584533691406,826354.24,0.6174664916992187,0.0
10,2.8836082902858047e-05,0.10157752597332001,0.09548374938964843,0.3965870361328125,0.06959955929219723,9.312678179412614e-05,0.000144068715890171,0.18214417314529419,0.08030193388462066,0.0,0.3699233137369156,825921.254,0.49985763788223264,0.0,0.09180516052246093,0.08265916442871094,0.08641615295410156,1.5611142578125,0.061195789337158205,0.00011256740987300872,0.00017140544950962068,0.19106387329101562,0.09137786865234375,0.0,0.39658700561523436,826364.544,0.6174804077148438,0.0
