step,latent_vrmse_mean,pixel_vrmse_mean
2000.0,0.039035290479660034,0.6300583283106486
4000.0,0.03670539023975531,0.5892773071924845
6000.0,0.03462399480243524,0.5601858496665955
8000.0,0.03377862026294073,0.5443144838015238
8033.0,0.03402735168735186,0.5474361081918081
