epoch,learning_rate,train_total_loss,val_total_loss,val_vrmse,train_rmse,train_h1,train_h2,train_ssim,train_pcc,train_mlw,train_vrms,train_kl,train_anchor,train_sds,val_vrmse_density,val_vrmse_momentum_x,val_vrmse_momentum_y,val_vrmse_pressure,val_rmse,val_h1,val_h2,val_ssim,val_pcc,val_mlw,val_vrms,val_kl,val_anchor,val_sds
1,3.1437500000000005e-05,0.0907081313431263,0.062119041442871094,0.22220968627929688,0.051276207447052004,0.00017639612764469348,0.00026641630483209154,0.20408077383041381,0.053263749957084654,0.0,0.30277652776241304,807401.438,0.4060824654102325,0.0,0.17654022216796875,0.21382876586914062,0.4286836242675781,0.396649658203125,0.028793079376220703,0.00016542157530784608,0.00024128556251525878,0.1670325164794922,0.018030370712280273,0.0,0.22220967102050782,805977.408,0.6188742065429688,0.0
2,4.9942884845168216e-05,0.2895480880439281,0.20554473876953125,0.7231300048828125,0.07174325041472912,0.003388886357381125,0.009489247995370534,0.3224035792350769,0.13905201840400697,0.0,0.4350028541088104,820953.9715,3.352909867167473,0.0,0.8375776977539062,0.9684969482421875,0.791064453125,1.412224609375,0.10448953247070313,0.0004024176001548767,0.0005318564176559448,0.5395620727539062,0.2968251647949219,0.0,0.7231300048828125,816638.208,9.250611328125,0.0
3,4.930339369024957e-05,0.12052177318930626,0.06552763366699219,0.2151573486328125,0.06254466773569584,0.0003200995480874553,0.0003642054068041034,0.27981417560577393,0.08398134768009186,0.0,0.3863757519721985,65107431.9045,8.357187777996064,0.0,0.25390626525878907,0.2639891967773437,0.2758675231933594,0.4317786865234375,0.03192021369934082,0.0002518488168716431,0.00028011736273765564,0.14009986877441405,0.02174310493469238,0.0,0.2151573486328125,879923.712,2.211025146484375,0.0
4,4.7971676886883606e-05,0.05526582823693752,0.04312352752685547,0.1381856689453125,0.027027916297316552,0.0002113892383640632,0.0002650894843682181,0.11778966188430787,0.013521671772003174,0.0,0.16702869653701782,851620.037,1.9576867151260375,0.0,0.1889699401855469,0.19482267761230468,0.15660614013671875,0.24768110656738282,0.01986686897277832,0.00019494909048080444,0.0002785940766334534,0.09006133270263672,0.009428087234497071,0.0,0.1381856689453125,836834.368,1.4232357177734376,0.0
5,4.5986462044240416e-05,0.04292486320436001,0.034632930755615236,0.11311772918701171,0.020993680156767367,0.00017938624579983298,0.00026470810518367216,0.08641246795654296,0.008055508375167846,0.0,0.1300159616470337,833921.715,1.3271053507328034,0.0,0.14020819091796874,0.13837615966796876,0.14053057861328125,0.21655039978027343,0.01640471076965332,0.00016331474483013153,0.00023003265261650085,0.06708321380615234,0.0065904297828674316,0.0,0.11311773681640624,826276.608,1.5653326416015625,0.0
6,4.340548112481404e-05,0.03816308587789535,0.03566479110717773,0.11500936126708984,0.01873799867928028,0.00017212394645321183,0.0002497028855723329,0.0721259298324585,0.005976728677749634,0.0,0.1104402043223381,817498.332,1.2151995394229889,0.0,0.14459210205078124,0.1274664001464844,0.18881350708007813,0.18544227600097657,0.016070571899414063,0.00015068063139915465,0.00022098183631896973,0.08040126037597656,0.006235883235931396,0.0,0.11500936889648437,803321.408,1.2372987060546874,0.0
7,4.0303791543266814e-05,0.03339291774481535,0.030448217391967774,0.10503677368164062,0.016650416817516087,0.0001429936767090112,0.00021618666435824707,0.06395211124420166,0.005139430522918701,0.0,0.10303576862812042,807894.57,1.1680297946929932,0.0,0.12403974151611329,0.12325733947753906,0.11889051055908204,0.23637203979492188,0.014853747367858886,0.00014586274325847627,0.00021179771423339845,0.05534222412109375,0.005697932243347168,0.0,0.10503677368164062,809980.16,1.3817557373046876,0.0
8,3.677159342441323e-05,0.03075225957483053,0.02782818603515625,0.09064399719238281,0.015185769747942685,0.00014077570287918207,0.00021635790687287226,0.05685136270523071,0.004456060647964478,0.0,0.09439273130893708,802783.9625,1.0220468270778655,0.0,0.10603794860839844,0.10036608123779298,0.11485909271240234,0.19931060791015626,0.012966178894042968,0.00013498862087726594,0.00020535498857498168,0.054083847045898435,0.0044084243774414065,0.0,0.09064399719238281,797809.664,1.14891015625,0.0
9,3.291160649658636e-05,0.029089764036238194,0.025625951766967775,0.0843900604248047,0.014715017247945071,0.00013604990640305915,0.00021127553761471064,0.050481674671173093,0.003941789507865906,0.0,0.08749052953720093,798135.521,0.9902172513008117,0.0,0.10484806823730469,0.10121846771240234,0.10736296844482422,0.1652185821533203,0.012034429550170898,0.00013013146817684174,0.0002011212110519409,0.04723298645019531,0.004013474941253662,0.0,0.08439005279541016,793050.368,1.0754453125,0.0
10,2.8836082902858047e-05,0.025199309438467026,0.025407230377197266,0.08418228149414063,0.012929658010601997,0.00010639696787984576,0.0001685962039337028,0.04633201885223388,0.0033908092975616453,0.0,0.08076116624474526,795612.2875,1.061356150150299,0.0,0.10484974670410156,0.09766594696044922,0.11230178833007813,0.1565220947265625,0.012157594680786133,0.00012660887837409972,0.00019782596826553345,0.04612793731689453,0.003776346206665039,0.0,0.08418228149414063,796076.032,1.1610216064453125,0.0
