epoch,learning_rate,train_total_loss,val_total_loss,val_vrmse,train_rmse,train_h1,train_h2,train_ssim,train_pcc,train_mlw,train_vrms,train_kl,train_anchor,train_sds,val_vrmse_density,val_vrmse_momentum_x,val_vrmse_momentum_y,val_vrmse_pressure,val_rmse,val_h1,val_h2,val_ssim,val_pcc,val_mlw,val_vrms,val_kl,val_anchor,val_sds
1,3.1437500000000005e-05,0.04749379637092352,0.02061126708984375,0.1529846649169922,0.04749379637092352,0.0002325583824131172,0.0003783945295144804,0.2070070013999939,0.047210986495018,0.0,0.28488245004415513,805878.3295,0.3973370499610901,0.0,0.17625804138183593,0.14985508728027344,0.24266505432128907,0.3141249389648437,0.02061126708984375,0.00018766139447689057,0.0002964596152305603,0.11856124114990234,0.010111844062805176,0.0,0.15298464965820313,799045.888,0.5517174682617187,0.0
2,4.9942884845168216e-05,0.025058399572968484,0.018789712905883788,0.13710897827148438,0.025058399572968484,0.00019715101181645876,0.00031294943726970816,0.12829679632186888,0.010340575098991394,0.0,0.15834569466114043,806991.3165,0.380688747048378,0.0,0.1356615447998047,0.23222169494628905,0.1426512908935547,0.26067156982421874,0.018789710998535155,0.0001708398163318634,0.0002674940824508667,0.09656607055664063,0.008711360931396484,0.0,0.13710897827148438,807082.944,0.5797542114257812,0.0
3,4.930339369024957e-05,0.020210691913962364,0.018346000671386718,0.13839686584472657,0.020210691913962364,0.00016184323746711016,0.00025737788664991965,0.09872377634048463,0.007799536824226379,0.0,0.13237833142280578,801504.012,0.4021263447999954,0.0,0.14444761657714844,0.15867555236816405,0.20075213623046875,0.29875137329101564,0.018346000671386718,0.00015025316178798675,0.0002377827763557434,0.11893388366699219,0.008592451095581054,0.0,0.1383968811035156,797550.592,0.666944580078125,0.0
4,4.7971676886883606e-05,0.016748531743884087,0.01532716178894043,0.10881021118164062,0.016748531743884087,0.0001416687781602377,0.00022930326050845905,0.07400683403015136,0.005227294921875,0.0,0.10740868020057678,797371.8665,0.40174570870399473,0.0,0.1342007141113281,0.11623830413818359,0.12050547790527344,0.2598773498535156,0.01532716178894043,0.0001447816640138626,0.00022958476841449739,0.07399886322021484,0.006089122772216797,0.0,0.10881020355224609,804272.768,0.614340087890625,0.0
5,4.5986462044240416e-05,0.015969895351678132,0.014266448974609375,0.10377244567871094,0.015969895351678132,0.00014045920918579212,0.00022838348511140794,0.06985647201538087,0.005116308450698852,0.0,0.1035090063214302,796598.964,0.461418293595314,0.0,0.1158316192626953,0.1274914855957031,0.13254098510742188,0.23392019653320312,0.014266449928283692,0.00013734051585197448,0.0002213621735572815,0.06893437194824219,0.0054234213829040525,0.0,0.10377244567871094,791391.552,0.6437576293945313,0.0
6,4.340548112481404e-05,0.017343700267374515,0.01610352325439453,0.11778928375244141,0.017343700267374515,0.00015292197972303255,0.0002505072081694379,0.07786801099777221,0.005324764490127564,0.0,0.1076204949915409,796254.8745,0.4160516384840012,0.0,0.121285400390625,0.11505023193359375,0.18302857971191405,0.2796689147949219,0.01610352325439453,0.00013560818135738373,0.00022074228525161742,0.08679636383056641,0.006631133556365967,0.0,0.11778929138183594,793398.336,0.6765029296875,0.0
7,4.0303791543266814e-05,0.015616427291184664,0.011243656158447265,0.08024362182617187,0.015616427291184664,0.000130041297263233,0.00021562047593761234,0.06612329149246216,0.004442551136016846,0.0,0.0983728558421135,796098.5605,0.43139221966266633,0.0,0.09322543334960938,0.10019554138183594,0.0905974349975586,0.17309902954101564,0.011243654251098632,0.00012983301281929016,0.00021383289992809296,0.04780261993408203,0.0033693876266479494,0.0,0.08024361419677735,789520.64,0.607925048828125,0.0
8,3.677159342441323e-05,0.014341952607035637,0.012433239936828613,0.08839398956298829,0.014341952607035637,0.00013231411900051172,0.00022189455686020664,0.060989421844482423,0.003933722615242005,0.0,0.09307378536462783,790627.07,0.42872029018402097,0.0,0.10911312866210937,0.11822344207763671,0.10226192474365234,0.17924058532714843,0.012433238983154297,0.00012948252260684966,0.00021290890872478486,0.060086891174316405,0.004082287311553955,0.0,0.08839398956298829,787840.256,0.6720574951171875,0.0
9,3.291160649658636e-05,0.013031319953501224,0.010622053146362305,0.07473153686523437,0.013031319953501224,0.00013022335231653416,0.00022033547796308995,0.04781825304031372,0.003232079267501831,0.0,0.07982245495915413,789524.7235,0.44645651507377626,0.0,0.09673453521728516,0.0974178237915039,0.089225341796875,0.13869992065429687,0.010622054100036622,0.00012563642859458922,0.0002101825475692749,0.044302680969238284,0.0031096253395080566,0.0,0.07473153686523437,786489.024,0.6481818237304687,0.0
10,2.8836082902858047e-05,0.01212207204848528,0.01213529109954834,0.08815568542480469,0.01212207204848528,0.00010280131541367155,0.00017666698872926645,0.045453482151031496,0.003061933994293213,0.0,0.07715880185365677,788444.1815,0.5004315804243088,0.0,0.12873756408691406,0.09376163482666015,0.09114717102050782,0.1785811004638672,0.012135290145874023,0.0001240522563457489,0.0002079278975725174,0.05471250152587891,0.004081199645996094,0.0,0.08815568542480469,793374.848,0.6554692993164063,0.0
